Task_ID,Department,Task_Type,Priority,Deadline_Days,Estimated_Hours,Resource_Available,Optimization_Score
34,Finance,Hiring,3,14,11,1,14.714285714285714
1799,Tech,Hiring,3,14,11,1,14.714285714285714
2658,HR,Campaign,3,14,5,1,14.714285714285714
909,Tech,Support,3,14,5,1,14.714285714285714
203,Tech,Development,3,14,19,1,14.714285714285714
1458,HR,Support,3,14,13,1,14.714285714285714
951,Tech,Support,3,14,4,1,14.714285714285714
1675,Marketing,Support,3,14,15,1,14.714285714285714
688,Marketing,Payment,3,15,8,1,14.666666666666666
2135,Tech,Hiring,3,15,19,1,14.666666666666666
2939,Marketing,Development,3,15,10,1,14.666666666666666
1722,Tech,Campaign,3,15,10,1,14.666666666666666
1348,Tech,Support,3,15,5,1,14.666666666666666
1033,Marketing,Support,3,15,8,1,14.666666666666666
1291,Marketing,Hiring,3,15,13,1,14.666666666666666
913,Marketing,Development,3,15,17,1,14.666666666666666
875,Finance,Development,3,15,1,1,14.666666666666666
251,Finance,Payment,3,15,16,1,14.666666666666666
2474,HR,Support,3,15,6,1,14.666666666666666
2956,Marketing,Development,3,16,13,1,14.625
1102,Finance,Support,3,16,16,1,14.625
2947,Marketing,Development,3,16,10,1,14.625
1975,Finance,Development,3,16,11,1,14.625
1549,Marketing,Development,3,16,9,1,14.625
1115,Tech,Campaign,3,16,14,1,14.625
289,Marketing,Support,3,16,9,1,14.625
964,Tech,Support,3,16,11,1,14.625
132,Marketing,Campaign,3,16,9,1,14.625
2074,Finance,Development,3,16,16,1,14.625
2327,Finance,Support,3,16,11,1,14.625
378,Marketing,Hiring,3,16,5,1,14.625
1266,Tech,Campaign,3,16,11,1,14.625
204,Marketing,Support,3,17,12,1,14.588235294117647
199,Marketing,Campaign,3,17,3,1,14.588235294117647
543,Tech,Support,3,17,1,1,14.588235294117647
593,Marketing,Development,3,17,13,1,14.588235294117647
1497,HR,Payment,3,17,13,1,14.588235294117647
1077,Finance,Development,3,17,12,1,14.588235294117647
1172,Tech,Hiring,3,17,10,1,14.588235294117647
1532,Finance,Campaign,3,17,17,1,14.588235294117647
390,Marketing,Payment,3,17,17,1,14.588235294117647
1138,Finance,Development,3,17,16,1,14.588235294117647
84,HR,Support,3,17,14,1,14.588235294117647
16,Marketing,Development,3,18,7,1,14.555555555555555
1803,Tech,Support,3,18,12,1,14.555555555555555
686,Finance,Payment,3,18,8,1,14.555555555555555
2967,Marketing,Support,3,18,5,1,14.555555555555555
1777,Finance,Payment,3,18,15,1,14.555555555555555
2762,Marketing,Support,3,18,17,1,14.555555555555555
376,HR,Support,3,18,13,1,14.555555555555555
1158,Marketing,Payment,3,18,8,1,14.555555555555555
2604,Marketing,Hiring,3,18,14,1,14.555555555555555
310,Finance,Development,3,18,10,1,14.555555555555555
2627,Finance,Campaign,3,18,17,1,14.555555555555555
774,HR,Development,3,19,9,1,14.526315789473685
66,Finance,Hiring,3,19,15,1,14.526315789473685
2253,Tech,Hiring,3,19,17,1,14.526315789473685
1357,HR,Hiring,3,19,16,1,14.526315789473685
2360,Marketing,Payment,3,19,13,1,14.526315789473685
2647,Finance,Campaign,3,19,2,1,14.526315789473685
2781,Tech,Support,3,19,14,1,14.526315789473685
2987,Finance,Support,4,4,6,0,14.5
2314,Marketing,Campaign,3,20,19,1,14.5
911,Tech,Development,4,4,13,0,14.5
282,HR,Development,3,20,9,1,14.5
920,HR,Support,4,4,11,0,14.5
439,Tech,Support,4,4,12,0,14.5
997,Marketing,Hiring,3,20,5,1,14.5
2653,HR,Campaign,3,20,2,1,14.5
2933,Marketing,Support,4,4,11,0,14.5
2606,Tech,Campaign,4,4,3,0,14.5
112,Tech,Development,4,4,7,0,14.5
1263,Tech,Campaign,3,20,17,1,14.5
2141,HR,Payment,3,20,8,1,14.5
942,Marketing,Hiring,4,4,10,0,14.5
786,Marketing,Payment,3,20,6,1,14.5
49,Finance,Development,3,20,7,1,14.5
529,Finance,Hiring,3,21,14,1,14.476190476190476
1973,Tech,Payment,3,21,6,1,14.476190476190476
1970,Marketing,Development,3,21,5,1,14.476190476190476
2562,HR,Support,3,21,9,1,14.476190476190476
232,HR,Payment,3,21,15,1,14.476190476190476
2143,Finance,Hiring,3,21,5,1,14.476190476190476
912,Marketing,Hiring,3,21,9,1,14.476190476190476
594,HR,Hiring,3,21,19,1,14.476190476190476
2472,Finance,Campaign,3,21,8,1,14.476190476190476
712,Finance,Campaign,3,21,13,1,14.476190476190476
1050,Marketing,Campaign,3,21,3,1,14.476190476190476
831,Marketing,Payment,3,22,6,1,14.454545454545455
1512,Tech,Campaign,3,22,14,1,14.454545454545455
882,Finance,Support,3,22,15,1,14.454545454545455
2820,Finance,Support,3,22,18,1,14.454545454545455
2491,Tech,Development,3,22,16,1,14.454545454545455
303,Tech,Development,3,22,4,1,14.454545454545455
1018,Tech,Development,3,22,2,1,14.454545454545455
14,Tech,Payment,3,22,13,1,14.454545454545455
2564,Marketing,Hiring,3,22,19,1,14.454545454545455
284,Tech,Campaign,3,23,16,1,14.434782608695652
2311,Finance,Development,3,23,4,1,14.434782608695652
2067,HR,Campaign,3,23,15,1,14.434782608695652
8,Marketing,Hiring,3,23,16,1,14.434782608695652
893,Marketing,Support,3,23,19,1,14.434782608695652
21,Finance,Hiring,3,23,20,1,14.434782608695652
2817,HR,Payment,3,23,3,1,14.434782608695652
2580,Finance,Payment,3,23,10,1,14.434782608695652
884,HR,Campaign,3,23,1,1,14.434782608695652
2843,Marketing,Hiring,3,23,6,1,14.434782608695652
346,Tech,Hiring,3,23,1,1,14.434782608695652
1473,Marketing,Hiring,3,23,16,1,14.434782608695652
140,Marketing,Payment,3,23,20,1,14.434782608695652
1946,HR,Support,3,24,1,1,14.416666666666666
2996,Marketing,Hiring,3,24,3,1,14.416666666666666
1359,HR,Hiring,3,24,20,1,14.416666666666666
554,HR,Payment,3,24,11,1,14.416666666666666
886,Marketing,Campaign,3,24,3,1,14.416666666666666
7,Marketing,Support,3,24,5,1,14.416666666666666
23,Finance,Campaign,3,24,10,1,14.416666666666666
2309,Tech,Development,3,24,12,1,14.416666666666666
1945,Marketing,Hiring,3,24,19,1,14.416666666666666
481,HR,Hiring,3,25,20,1,14.4
2489,HR,Campaign,3,25,16,1,14.4
600,Finance,Payment,3,25,19,1,14.4
1923,HR,Hiring,3,25,1,1,14.4
1319,Finance,Campaign,3,25,9,1,14.4
86,Tech,Campaign,3,25,19,1,14.4
889,HR,Development,3,25,20,1,14.4
488,HR,Campaign,3,25,8,1,14.4
2464,Finance,Hiring,3,25,19,1,14.4
1696,HR,Development,3,25,8,1,14.4
1703,Tech,Support,3,25,4,1,14.4
2686,Marketing,Hiring,3,26,13,1,14.384615384615385
1069,Marketing,Development,3,26,1,1,14.384615384615385
1853,Finance,Campaign,3,26,16,1,14.384615384615385
312,Tech,Hiring,3,26,17,1,14.384615384615385
2465,Marketing,Development,3,26,6,1,14.384615384615385
1092,Tech,Payment,3,26,8,1,14.384615384615385
1277,Marketing,Hiring,3,27,8,1,14.37037037037037
210,Marketing,Support,3,27,4,1,14.37037037037037
1652,Finance,Campaign,3,27,3,1,14.37037037037037
1385,Marketing,Campaign,3,27,4,1,14.37037037037037
2425,Tech,Campaign,3,27,20,1,14.37037037037037
201,Tech,Campaign,3,27,8,1,14.37037037037037
2825,Finance,Payment,3,27,20,1,14.37037037037037
1768,Marketing,Support,3,28,16,1,14.357142857142858
874,Marketing,Development,3,28,15,1,14.357142857142858
667,Finance,Campaign,3,28,1,1,14.357142857142858
1787,HR,Hiring,3,28,14,1,14.357142857142858
552,HR,Hiring,3,28,14,1,14.357142857142858
1658,Tech,Hiring,3,28,8,1,14.357142857142858
759,Marketing,Payment,3,28,12,1,14.357142857142858
1121,Finance,Support,3,28,8,1,14.357142857142858
2085,Marketing,Development,3,28,11,1,14.357142857142858
634,Marketing,Campaign,3,29,8,1,14.344827586206897
1939,Finance,Payment,3,29,6,1,14.344827586206897
441,Marketing,Hiring,3,29,12,1,14.344827586206897
1360,Tech,Development,3,29,9,1,14.344827586206897
1971,Marketing,Development,3,29,17,1,14.344827586206897
2774,HR,Support,3,29,1,1,14.344827586206897
907,Finance,Campaign,3,29,15,1,14.344827586206897
714,HR,Support,3,29,5,1,14.344827586206897
931,Tech,Hiring,3,29,10,1,14.344827586206897
483,Marketing,Payment,3,29,4,1,14.344827586206897
834,HR,Campaign,3,29,12,1,14.344827586206897
1900,Finance,Development,2,3,14,1,14.333333333333334
671,Marketing,Hiring,2,3,16,1,14.333333333333334
921,Marketing,Payment,3,30,12,1,14.333333333333334
2204,Tech,Support,2,3,12,1,14.333333333333334
2891,Finance,Support,3,30,20,1,14.333333333333334
2263,Finance,Campaign,2,3,4,1,14.333333333333334
1196,Marketing,Hiring,3,30,13,1,14.333333333333334
1452,Marketing,Campaign,3,30,18,1,14.333333333333334
2509,HR,Payment,2,3,6,1,14.333333333333334
1370,Finance,Support,2,3,14,1,14.333333333333334
1288,Finance,Development,3,30,13,1,14.333333333333334
1140,Marketing,Development,2,3,7,1,14.333333333333334
815,HR,Hiring,3,30,11,1,14.333333333333334
724,Marketing,Payment,3,30,17,1,14.333333333333334
1167,Marketing,Hiring,2,3,18,1,14.333333333333334
1992,Tech,Hiring,3,30,6,1,14.333333333333334
2077,HR,Development,3,30,15,1,14.333333333333334
2081,Marketing,Development,3,30,16,1,14.333333333333334
2616,HR,Development,2,3,8,1,14.333333333333334
2585,Tech,Payment,3,30,9,1,14.333333333333334
1335,HR,Hiring,2,3,18,1,14.333333333333334
555,Marketing,Hiring,2,3,20,1,14.333333333333334
782,Tech,Hiring,3,30,12,1,14.333333333333334
1481,Tech,Support,2,3,18,1,14.333333333333334
2333,Finance,Hiring,3,2,8,0,14.0
2547,HR,Payment,3,2,20,0,14.0
1151,Marketing,Payment,3,2,19,0,14.0
1355,Finance,Campaign,4,5,6,0,14.0
2910,Tech,Campaign,4,5,2,0,14.0
532,HR,Support,4,5,18,0,14.0
694,HR,Payment,3,2,19,0,14.0
1101,Tech,Payment,3,2,20,0,14.0
879,Marketing,Development,4,5,8,0,14.0
1891,Finance,Development,4,5,11,0,14.0
5,Tech,Payment,3,2,18,0,14.0
668,HR,Development,3,2,14,0,14.0
1055,Marketing,Support,3,2,2,0,14.0
2164,HR,Payment,4,5,12,0,14.0
2700,Finance,Hiring,3,2,13,0,14.0
949,Finance,Hiring,3,2,10,0,14.0
711,Tech,Development,3,2,4,0,14.0
1907,Marketing,Payment,3,2,15,0,14.0
357,Finance,Payment,4,5,7,0,14.0
2288,Marketing,Campaign,4,5,11,0,14.0
2359,Finance,Support,3,2,20,0,14.0
744,Marketing,Development,4,6,18,0,13.666666666666666
1295,HR,Development,4,6,2,0,13.666666666666666
892,Tech,Campaign,4,6,8,0,13.666666666666666
1656,Tech,Payment,4,6,10,0,13.666666666666666
2093,Finance,Hiring,4,6,8,0,13.666666666666666
2838,Marketing,Support,4,6,15,0,13.666666666666666
280,Finance,Development,4,6,2,0,13.666666666666666
701,Finance,Payment,4,6,20,0,13.666666666666666
682,Marketing,Campaign,4,6,15,0,13.666666666666666
1530,HR,Hiring,4,6,2,0,13.666666666666666
2991,Finance,Hiring,4,6,6,0,13.666666666666666
673,Finance,Campaign,4,6,1,0,13.666666666666666
492,Marketing,Payment,4,6,13,0,13.666666666666666
1019,HR,Campaign,4,6,12,0,13.666666666666666
235,HR,Payment,2,4,10,1,13.5
1977,Tech,Support,2,4,8,1,13.5
1205,Marketing,Campaign,2,4,10,1,13.5
848,Finance,Campaign,2,4,5,1,13.5
916,Finance,Campaign,2,4,16,1,13.5
1679,Finance,Payment,2,4,19,1,13.5
2006,Tech,Support,2,4,2,1,13.5
526,Tech,Payment,2,4,15,1,13.5
2266,Marketing,Support,4,7,14,0,13.428571428571429
1347,Tech,Hiring,4,7,20,0,13.428571428571429
1551,Marketing,Development,4,7,18,0,13.428571428571429
817,Marketing,Development,4,7,7,0,13.428571428571429
2974,Tech,Payment,4,7,9,0,13.428571428571429
1709,HR,Payment,4,7,6,0,13.428571428571429
11,Tech,Support,4,7,9,0,13.428571428571429
1858,Marketing,Campaign,4,7,17,0,13.428571428571429
2938,Marketing,Development,4,7,20,0,13.428571428571429
687,Finance,Support,4,7,13,0,13.428571428571429
885,HR,Payment,4,7,11,0,13.428571428571429
1325,Marketing,Payment,4,8,13,0,13.25
553,Marketing,Support,4,8,16,0,13.25
1036,Finance,Hiring,4,8,14,0,13.25
1534,Marketing,Payment,4,8,12,0,13.25
2715,Finance,Campaign,4,8,7,0,13.25
2633,Marketing,Payment,4,8,4,0,13.25
1885,Marketing,Development,4,8,20,0,13.25
1029,Marketing,Support,4,8,8,0,13.25
2063,Tech,Campaign,4,8,1,0,13.25
1700,HR,Campaign,4,8,14,0,13.25
134,Marketing,Development,4,8,2,0,13.25
623,Tech,Support,4,9,5,0,13.11111111111111
1947,Marketing,Hiring,4,9,9,0,13.11111111111111
2434,Tech,Hiring,4,9,9,0,13.11111111111111
1212,HR,Development,4,9,1,0,13.11111111111111
352,Marketing,Campaign,4,9,11,0,13.11111111111111
1640,Finance,Campaign,4,9,13,0,13.11111111111111
1342,HR,Support,4,9,12,0,13.11111111111111
2672,HR,Campaign,4,9,8,0,13.11111111111111
385,Marketing,Development,4,10,20,0,13.0
681,HR,Campaign,4,10,9,0,13.0
703,Marketing,Payment,4,10,8,0,13.0
903,Finance,Hiring,2,5,19,1,13.0
447,Tech,Payment,2,5,5,1,13.0
1100,Tech,Development,1,2,20,1,13.0
305,Finance,Support,1,1,10,0,13.0
1116,Tech,Development,1,2,8,1,13.0
2168,Tech,Campaign,1,1,17,0,13.0
1126,HR,Support,4,10,16,0,13.0
1180,Tech,Campaign,2,5,14,1,13.0
2427,Tech,Support,1,1,12,0,13.0
2466,Tech,Hiring,2,5,2,1,13.0
2680,Tech,Development,4,10,19,0,13.0
2510,HR,Hiring,1,1,8,0,13.0
2682,Tech,Development,2,5,5,1,13.0
1345,Tech,Payment,4,10,8,0,13.0
808,Marketing,Support,4,10,15,0,13.0
2609,Finance,Development,1,1,15,0,13.0
1286,Finance,Development,1,1,14,0,13.0
1641,HR,Payment,2,5,4,1,13.0
764,Finance,Payment,4,10,16,0,13.0
570,Tech,Support,1,1,4,0,13.0
42,Tech,Payment,1,2,17,1,13.0
1478,HR,Development,1,2,6,1,13.0
2339,HR,Payment,1,2,7,1,13.0
2334,Marketing,Development,1,1,18,0,13.0
1293,HR,Hiring,4,10,1,0,13.0
2028,HR,Support,1,2,9,1,13.0
2257,Tech,Support,1,1,18,0,13.0
419,HR,Hiring,4,10,13,0,13.0
2291,Finance,Payment,2,5,3,1,13.0
347,Tech,Payment,4,10,8,0,13.0
173,Tech,Hiring,2,5,5,1,13.0
1752,HR,Support,2,5,11,1,13.0
2745,Marketing,Campaign,4,10,17,0,13.0
1027,Finance,Support,1,1,11,0,13.0
502,Marketing,Campaign,1,1,19,0,13.0
2530,Marketing,Development,2,5,4,1,13.0
490,Marketing,Development,1,1,18,0,13.0
934,Marketing,Support,4,10,3,0,13.0
940,Finance,Hiring,1,1,8,0,13.0
408,HR,Payment,4,11,20,0,12.909090909090908
176,Finance,Hiring,4,11,7,0,12.909090909090908
473,Tech,Hiring,4,11,18,0,12.909090909090908
1934,Tech,Payment,4,11,16,0,12.909090909090908
1836,Finance,Campaign,4,11,7,0,12.909090909090908
2922,HR,Payment,4,11,3,0,12.909090909090908
1635,Marketing,Payment,4,11,12,0,12.909090909090908
2603,Finance,Payment,4,11,15,0,12.909090909090908
1590,HR,Campaign,4,11,9,0,12.909090909090908
87,Finance,Payment,4,11,2,0,12.909090909090908
1429,Finance,Payment,4,11,16,0,12.909090909090908
2043,Marketing,Development,4,12,19,0,12.833333333333334
2853,Tech,Development,4,12,8,0,12.833333333333334
644,Marketing,Development,4,12,4,0,12.833333333333334
425,HR,Hiring,4,12,5,0,12.833333333333334
1684,Marketing,Development,4,12,3,0,12.833333333333334
2892,Tech,Campaign,4,12,17,0,12.833333333333334
1192,Tech,Campaign,4,12,8,0,12.833333333333334
1564,Finance,Campaign,4,12,4,0,12.833333333333334
1673,HR,Hiring,4,13,8,0,12.76923076923077
2544,HR,Support,4,13,12,0,12.76923076923077
1762,Tech,Hiring,4,13,16,0,12.76923076923077
2389,Tech,Hiring,4,13,10,0,12.76923076923077
2688,Finance,Support,4,13,2,0,12.76923076923077
1398,Tech,Support,4,13,16,0,12.76923076923077
2654,Marketing,Development,4,13,13,0,12.76923076923077
2803,HR,Development,4,13,20,0,12.76923076923077
2269,Marketing,Hiring,4,13,18,0,12.76923076923077
172,Marketing,Development,4,13,2,0,12.76923076923077
1329,Finance,Development,4,13,10,0,12.76923076923077
2598,Marketing,Campaign,4,13,19,0,12.76923076923077
1134,Tech,Support,4,14,20,0,12.714285714285714
2217,Finance,Development,4,14,15,0,12.714285714285714
507,HR,Payment,4,14,10,0,12.714285714285714
2675,Tech,Campaign,4,14,19,0,12.714285714285714
1727,HR,Support,4,14,14,0,12.714285714285714
2801,HR,Support,4,14,14,0,12.714285714285714
1067,Marketing,Payment,4,14,20,0,12.714285714285714
545,Marketing,Payment,4,14,15,0,12.714285714285714
25,HR,Development,4,14,19,0,12.714285714285714
231,Finance,Support,2,6,2,1,12.666666666666668
470,HR,Support,2,6,19,1,12.666666666666668
1698,Tech,Campaign,2,6,7,1,12.666666666666668
1043,Tech,Hiring,2,6,14,1,12.666666666666668
1135,Tech,Payment,2,6,15,1,12.666666666666668
1216,Marketing,Development,2,6,12,1,12.666666666666668
2406,Marketing,Payment,2,6,16,1,12.666666666666668
64,Marketing,Development,2,6,5,1,12.666666666666668
2905,HR,Campaign,2,6,10,1,12.666666666666668
2227,Tech,Campaign,2,6,14,1,12.666666666666668
2702,Tech,Campaign,2,6,2,1,12.666666666666668
2448,Tech,Campaign,2,6,1,1,12.666666666666668
1543,HR,Development,4,15,10,0,12.666666666666666
2596,HR,Campaign,4,15,7,0,12.666666666666666
2813,Marketing,Hiring,4,15,16,0,12.666666666666666
1501,Tech,Campaign,4,15,11,0,12.666666666666666
1399,HR,Campaign,4,15,17,0,12.666666666666666
769,HR,Hiring,4,15,7,0,12.666666666666666
2621,Tech,Support,4,15,16,0,12.666666666666666
2925,Finance,Payment,4,15,12,0,12.666666666666666
2852,Tech,Development,4,15,7,0,12.666666666666666
1760,Tech,Support,4,15,20,0,12.666666666666666
1132,Finance,Hiring,4,15,1,0,12.666666666666666
876,Tech,Payment,4,15,2,0,12.666666666666666
2284,HR,Support,4,15,6,0,12.666666666666666
1758,Marketing,Support,4,15,8,0,12.666666666666666
1559,Tech,Support,4,15,17,0,12.666666666666666
2792,Marketing,Support,4,16,20,0,12.625
2038,Tech,Payment,4,16,18,0,12.625
2846,HR,Support,4,16,19,0,12.625
1264,Tech,Development,4,16,14,0,12.625
969,Finance,Development,4,16,18,0,12.625
207,HR,Payment,4,16,19,0,12.625
2341,Finance,Development,4,16,8,0,12.625
1199,Tech,Development,4,16,18,0,12.625
1463,Marketing,Hiring,4,16,8,0,12.625
1800,Marketing,Support,4,16,8,0,12.625
1495,Finance,Support,4,17,17,0,12.588235294117647
2368,Marketing,Development,4,17,3,0,12.588235294117647
1440,Tech,Campaign,4,17,5,0,12.588235294117647
1586,Finance,Support,4,17,9,0,12.588235294117647
2114,Marketing,Support,4,17,4,0,12.588235294117647
217,HR,Payment,4,17,5,0,12.588235294117647
2778,Tech,Support,4,18,15,0,12.555555555555555
367,Finance,Development,4,18,8,0,12.555555555555555
1557,Finance,Support,4,18,3,0,12.555555555555555
2126,Finance,Development,4,18,6,0,12.555555555555555
221,Tech,Development,4,18,17,0,12.555555555555555
2097,Finance,Support,4,18,17,0,12.555555555555555
1591,HR,Campaign,4,18,13,0,12.555555555555555
2378,HR,Support,4,18,3,0,12.555555555555555
2930,HR,Development,4,18,12,0,12.555555555555555
1147,Tech,Campaign,4,18,11,0,12.555555555555555
493,Marketing,Development,4,18,7,0,12.555555555555555
1902,Marketing,Payment,4,19,2,0,12.526315789473685
365,Tech,Hiring,4,19,17,0,12.526315789473685
2469,Marketing,Support,4,19,1,0,12.526315789473685
825,HR,Hiring,4,19,9,0,12.526315789473685
476,HR,Development,4,19,12,0,12.526315789473685
2209,Finance,Development,4,19,17,0,12.526315789473685
2326,Marketing,Payment,4,19,11,0,12.526315789473685
469,Marketing,Development,4,19,16,0,12.526315789473685
813,Marketing,Support,4,19,9,0,12.526315789473685
183,Finance,Payment,4,19,14,0,12.526315789473685
2000,Marketing,Development,4,19,17,0,12.526315789473685
2013,Finance,Development,4,19,7,0,12.526315789473685
1411,HR,Support,4,20,4,0,12.5
1424,Tech,Hiring,4,20,14,0,12.5
2240,Marketing,Campaign,4,20,20,0,12.5
2285,Finance,Support,4,20,19,0,12.5
326,Finance,Hiring,4,20,4,0,12.5
1292,Marketing,Payment,4,20,20,0,12.5
2834,Marketing,Support,4,20,13,0,12.5
1387,Marketing,Campaign,4,20,7,0,12.5
2989,Tech,Development,4,20,14,0,12.5
872,HR,Development,4,21,20,0,12.476190476190476
368,Finance,Payment,4,21,13,0,12.476190476190476
1623,Finance,Campaign,4,21,1,0,12.476190476190476
988,HR,Hiring,4,21,20,0,12.476190476190476
1268,HR,Payment,4,21,13,0,12.476190476190476
1822,Tech,Campaign,4,22,13,0,12.454545454545455
561,HR,Campaign,4,22,19,0,12.454545454545455
37,HR,Hiring,4,22,3,0,12.454545454545455
1705,Tech,Development,4,22,16,0,12.454545454545455
26,Finance,Development,4,22,19,0,12.454545454545455
2888,Finance,Payment,4,22,16,0,12.454545454545455
805,Finance,Payment,4,22,10,0,12.454545454545455
2928,Finance,Payment,4,22,1,0,12.454545454545455
2102,Marketing,Payment,4,22,11,0,12.454545454545455
1577,Tech,Payment,4,22,8,0,12.454545454545455
1283,Marketing,Campaign,4,23,15,0,12.434782608695652
2183,Tech,Campaign,4,23,6,0,12.434782608695652
2254,Finance,Hiring,4,23,6,0,12.434782608695652
2271,Marketing,Development,4,23,5,0,12.434782608695652
2308,HR,Payment,4,23,3,0,12.434782608695652
141,HR,Support,4,23,18,0,12.434782608695652
2954,Finance,Payment,4,23,17,0,12.434782608695652
663,Marketing,Hiring,4,23,9,0,12.434782608695652
111,HR,Payment,4,23,11,0,12.434782608695652
938,Marketing,Campaign,2,7,20,1,12.428571428571429
2397,HR,Hiring,2,7,15,1,12.428571428571429
124,Tech,Payment,2,7,13,1,12.428571428571429
2484,HR,Support,2,7,16,1,12.428571428571429
115,Tech,Development,2,7,9,1,12.428571428571429
2058,Tech,Campaign,2,7,20,1,12.428571428571429
244,Marketing,Development,2,7,19,1,12.428571428571429
785,Finance,Support,2,7,5,1,12.428571428571429
1072,Finance,Payment,2,7,14,1,12.428571428571429
99,Finance,Hiring,4,24,11,0,12.416666666666666
2380,HR,Payment,4,24,10,0,12.416666666666666
2403,Tech,Development,4,24,19,0,12.416666666666666
2605,Tech,Campaign,4,24,7,0,12.416666666666666
275,Marketing,Payment,4,24,10,0,12.416666666666666
857,Tech,Development,4,24,13,0,12.416666666666666
3,Marketing,Hiring,4,25,15,0,12.4
1315,Finance,Hiring,4,25,15,0,12.4
2899,Finance,Payment,4,25,6,0,12.4
1894,Tech,Hiring,4,25,13,0,12.4
1759,Tech,Payment,4,25,13,0,12.4
2477,HR,Development,4,25,8,0,12.4
143,HR,Support,4,25,11,0,12.4
2049,Tech,Development,4,25,2,0,12.4
2113,Finance,Payment,4,25,18,0,12.4
1616,Tech,Development,4,25,3,0,12.4
2543,Marketing,Hiring,4,25,17,0,12.4
1462,Marketing,Hiring,4,25,10,0,12.4
2871,HR,Development,4,25,20,0,12.4
1882,Finance,Payment,4,25,17,0,12.4
1737,Marketing,Payment,4,26,12,0,12.384615384615385
1581,HR,Hiring,4,26,1,0,12.384615384615385
406,HR,Campaign,4,26,15,0,12.384615384615385
881,Marketing,Development,4,26,12,0,12.384615384615385
1723,Tech,Payment,4,26,4,0,12.384615384615385
1699,Marketing,Hiring,4,26,16,0,12.384615384615385
253,HR,Campaign,4,26,6,0,12.384615384615385
2020,HR,Hiring,4,26,20,0,12.384615384615385
1157,Finance,Support,4,26,13,0,12.384615384615385
699,Finance,Payment,4,26,16,0,12.384615384615385
1460,Tech,Hiring,4,26,19,0,12.384615384615385
121,HR,Support,4,26,8,0,12.384615384615385
2323,Finance,Payment,4,26,9,0,12.384615384615385
1702,Finance,Support,4,27,9,0,12.37037037037037
568,HR,Development,4,27,6,0,12.37037037037037
39,Marketing,Development,4,27,1,0,12.37037037037037
2568,Finance,Hiring,4,27,6,0,12.37037037037037
1958,Tech,Hiring,4,27,17,0,12.37037037037037
1805,Marketing,Support,4,27,17,0,12.37037037037037
127,Finance,Support,4,27,9,0,12.37037037037037
2444,HR,Hiring,4,27,13,0,12.37037037037037
613,HR,Payment,4,27,8,0,12.37037037037037
153,Marketing,Support,4,27,17,0,12.37037037037037
2178,HR,Payment,4,27,15,0,12.37037037037037
294,Finance,Support,4,27,2,0,12.37037037037037
1978,Tech,Payment,4,27,5,0,12.37037037037037
508,Tech,Support,4,27,18,0,12.37037037037037
605,Tech,Support,4,28,19,0,12.357142857142858
484,Finance,Campaign,4,28,5,0,12.357142857142858
1104,Marketing,Hiring,4,28,20,0,12.357142857142858
2265,Finance,Development,4,28,12,0,12.357142857142858
2637,Tech,Hiring,4,28,2,0,12.357142857142858
640,HR,Development,4,28,20,0,12.357142857142858
1866,Finance,Support,4,28,17,0,12.357142857142858
680,Finance,Payment,4,28,13,0,12.357142857142858
1905,Tech,Support,4,29,20,0,12.344827586206897
2443,HR,Hiring,4,29,8,0,12.344827586206897
322,Marketing,Hiring,4,29,20,0,12.344827586206897
1065,Finance,Campaign,4,29,7,0,12.344827586206897
1707,Tech,Campaign,4,29,15,0,12.344827586206897
1161,HR,Development,4,29,20,0,12.344827586206897
1323,Marketing,Payment,4,29,7,0,12.344827586206897
1954,HR,Payment,4,29,13,0,12.344827586206897
429,Marketing,Payment,4,29,18,0,12.344827586206897
1079,Finance,Development,4,29,16,0,12.344827586206897
626,Finance,Hiring,4,29,6,0,12.344827586206897
2207,Tech,Payment,4,29,18,0,12.344827586206897
1075,Marketing,Campaign,4,29,15,0,12.344827586206897
1951,HR,Campaign,4,30,3,0,12.333333333333334
1993,Tech,Payment,3,3,3,0,12.333333333333334
2129,Tech,Campaign,3,3,19,0,12.333333333333334
1106,HR,Hiring,3,3,18,0,12.333333333333334
1247,Finance,Hiring,4,30,8,0,12.333333333333334
2320,Tech,Support,3,3,9,0,12.333333333333334
1864,Finance,Campaign,4,30,12,0,12.333333333333334
323,HR,Hiring,3,3,3,0,12.333333333333334
1582,Finance,Development,4,30,9,0,12.333333333333334
2912,Marketing,Development,4,30,17,0,12.333333333333334
2832,Finance,Hiring,3,3,9,0,12.333333333333334
1285,Tech,Campaign,4,30,3,0,12.333333333333334
374,HR,Development,2,8,18,1,12.25
2044,Tech,Hiring,2,8,15,1,12.25
2602,Marketing,Campaign,2,8,14,1,12.25
1189,Tech,Hiring,2,8,14,1,12.25
455,Marketing,Support,2,8,10,1,12.25
1484,Marketing,Campaign,2,8,15,1,12.25
695,Finance,Campaign,2,8,6,1,12.25
2,HR,Support,2,8,16,1,12.25
1595,HR,Campaign,2,8,4,1,12.25
97,Finance,Payment,2,8,2,1,12.25
267,HR,Support,2,8,10,1,12.25
658,Tech,Campaign,2,9,4,1,12.11111111111111
1209,Marketing,Support,2,9,17,1,12.11111111111111
2337,Tech,Support,2,9,2,1,12.11111111111111
459,Tech,Support,2,9,10,1,12.11111111111111
1413,Marketing,Payment,2,9,8,1,12.11111111111111
1123,Tech,Payment,2,9,16,1,12.11111111111111
2059,Finance,Payment,2,9,8,1,12.11111111111111
